"id","cve_id","source_identifier","published","last_modified","vuln_status","description","cvss_score_v3","cvss_vector_v3","cvss_score_v2","cvss_vector_v2","weaknesses","configurations","references","analyzed"
"506322","CVE-2024-31395","vultures@jpcert.or.jp","2024-05-22 06:15:53.12+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","Cross-site scripting vulnerability exists in a-blog cms Ver.3.1.x series versions prior to Ver.3.1.12, Ver.3.0.x series versions prior to Ver.3.0.32, Ver.2.11.x series versions prior to Ver.2.11.61, Ver.2.10.x series versions prior to Ver.2.10.53, and Ver.2.9 and earlier versions. If this vulnerability is exploited, a user with an editor or higher privilege who can log in to the product may execute an arbitrary script on the web browser of the user who accessed the schedule management page.","0.00","","0.00","","[]","[]","[{""url"": ""https://developer.a-blogcms.jp/blog/news/JVN-70977403.html"", ""source"": ""vultures@jpcert.or.jp""}, {""url"": ""https://jvn.jp/en/jp/JVN70977403/"", ""source"": ""vultures@jpcert.or.jp""}]",True
"506323","CVE-2024-31396","vultures@jpcert.or.jp","2024-05-22 06:15:53.183+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","Code injection vulnerability exists in a-blog cms Ver.3.1.x series versions prior to Ver.3.1.12 and Ver.3.0.x series versions prior to Ver.3.0.32. If this vulnerability is exploited, a user with an administrator or higher privilege who can log in to the product may execute an arbitrary command on the server.","0.00","","0.00","","[]","[]","[{""url"": ""https://developer.a-blogcms.jp/blog/news/JVN-70977403.html"", ""source"": ""vultures@jpcert.or.jp""}, {""url"": ""https://jvn.jp/en/jp/JVN70977403/"", ""source"": ""vultures@jpcert.or.jp""}]",True
"506324","CVE-2024-4980","security@wordfence.com","2024-05-22 06:15:53.253+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The WPKoi Templates for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via 'id', 'mixColor', 'backgroundColor', 'saveInCookies', and 'autoMatchOsTheme' parameters in all versions up to, and including, 2.5.9 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with Contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","6.40","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N","0.00","","[]","[]","[{""url"": ""https://plugins.trac.wordpress.org/browser/wpkoi-templates-for-elementor/trunk/elements/elements/advanced-heading/advanced-heading.php#L626"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/browser/wpkoi-templates-for-elementor/trunk/elements/elements/darkmode/darkmode.php#L291"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/browser/wpkoi-templates-for-elementor/trunk/elements/elements/qr-code/qr-code.php#L110"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/changeset/3088306/"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/6054a885-e67a-4731-93ea-64d7f90d9ea8?source=cve"", ""source"": ""security@wordfence.com""}]",True
"506325","CVE-2020-35165","security_alert@emc.com","2024-05-22 07:15:09.317+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","Dell BSAFE Crypto-C Micro Edition, versions before 4.1.5, and Dell BSAFE Micro Edition Suite, versions before 4.6, contain an Observable Timing Discrepancy Vulnerability.","5.10","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","0.00","","[{""source"": ""security_alert@emc.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-208""}]}]","[]","[{""url"": ""https://www.dell.com/support/kbdoc/en-us/000181115/dsa-2020-286-dell-bsafe-crypto-c-micro-edition-4-1-5-and-dell-bsafe-micro-edition-suite-4-6-multiple-security-vulnerabilities"", ""source"": ""security_alert@emc.com""}]",True
"506326","CVE-2024-31340","vultures@jpcert.or.jp","2024-05-22 07:15:12.35+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","TP-Link Tether versions prior to 4.5.13 and TP-Link Tapo versions prior to 3.3.6 do not properly validate certificates, which may allow a remote unauthenticated attacker to eavesdrop on an encrypted communication via a man-in-the-middle attack.","0.00","","0.00","","[]","[]","[{""url"": ""https://jvn.jp/en/jp/JVN29471697/"", ""source"": ""vultures@jpcert.or.jp""}, {""url"": ""https://play.google.com/store/apps/details?id=com.tplink.iot"", ""source"": ""vultures@jpcert.or.jp""}, {""url"": ""https://play.google.com/store/apps/details?id=com.tplink.tether"", ""source"": ""vultures@jpcert.or.jp""}]",False
"506327","CVE-2024-35162","vultures@jpcert.or.jp","2024-05-22 07:15:12.57+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","Path traversal vulnerability exists in Download Plugins and Themes from Dashboard versions prior to 1.8.6. If this vulnerability is exploited, a remote authenticated attacker with ""switch_themes"" privilege may obtain arbitrary files on the server.","0.00","","0.00","","[]","[]","[{""url"": ""https://jvn.jp/en/jp/JVN85380030/"", ""source"": ""vultures@jpcert.or.jp""}, {""url"": ""https://wordpress.org/plugins/download-plugins-dashboard/"", ""source"": ""vultures@jpcert.or.jp""}]",False
"506328","CVE-2024-3066","security@wordfence.com","2024-05-22 07:15:12.843+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The Elegant Addons for elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's widgets in all versions up to, and including, 1.0.8 due to insufficient input sanitization and output escaping on user supplied tag attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","6.40","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N","0.00","","[]","[]","[{""url"": ""https://wordpress.org/plugins/elegant-addons-for-elementor/"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/affa8b39-94b8-474d-9310-a93ebdb7c1b8?source=cve"", ""source"": ""security@wordfence.com""}]",False
"506329","CVE-2024-3611","security@wordfence.com","2024-05-22 07:15:13.547+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The Toolbar Extras for Elementor & More – WordPress Admin Bar Enhanced plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'tbex-version' shortcode in all versions up to, and including, 1.4.9 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","6.40","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N","0.00","","[]","[]","[{""url"": ""https://wordpress.org/plugins/toolbar-extras/#developers"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/50631f6c-de8b-408e-ab1f-ef74d3180e7f?source=cve"", ""source"": ""security@wordfence.com""}]",True
"506330","CVE-2024-4443","security@wordfence.com","2024-05-22 07:15:14.11+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The Business Directory Plugin – Easy Listing Directories for WordPress plugin for WordPress is vulnerable to time-based SQL Injection via the ‘listingfields’ parameter in all versions up to, and including, 6.4.2 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for unauthenticated attackers to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.","9.80","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","0.00","","[]","[]","[{""url"": ""https://plugins.trac.wordpress.org/browser/business-directory-plugin/trunk/includes/fields/class-fieldtypes-select.php#L110"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/changeset/3089626/"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/982fb304-08d6-4195-97a3-f18e94295492?source=cve"", ""source"": ""security@wordfence.com""}]",True
"506331","CVE-2024-4971","security@wordfence.com","2024-05-22 07:15:14.637+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The LearnPress – WordPress LMS Plugin plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the ‘id’ parameter in all versions up to, and including, 4.2.6.6 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.","6.40","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N","0.00","","[]","[]","[{""url"": ""https://wordpress.org/plugins/learnpress/#developers"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/10b08a05-3561-4d05-985b-6a2339a547a7?source=cve"", ""source"": ""security@wordfence.com""}]",True
"506332","CVE-2024-5092","security@wordfence.com","2024-05-22 07:15:15.173+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","The Elegant Addons for elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Switcher, Slider, and Iconbox widgets in all versions up to, and including, 1.0.8 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","6.40","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N","0.00","","[]","[]","[{""url"": ""https://plugins.trac.wordpress.org/browser/elegant-addons-for-elementor/trunk/widgets/eae-iconbox.php#L1667"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/browser/elegant-addons-for-elementor/trunk/widgets/eae-slider.php#L1091"", ""source"": ""security@wordfence.com""}, {""url"": ""https://plugins.trac.wordpress.org/browser/elegant-addons-for-elementor/trunk/widgets/eae-switcher.php#L516"", ""source"": ""security@wordfence.com""}, {""url"": ""https://www.wordfence.com/threat-intel/vulnerabilities/id/7ab3e286-05db-430e-bbe7-bfaa31134c3c?source=cve"", ""source"": ""security@wordfence.com""}]",True
"506333","CVE-2021-47433","416baaa9-dc9f-4396-8d5f-8c081fb06d67","2024-05-22 08:15:08.347+01","2024-05-22 13:46:53.887+01","Awaiting Analysis","In the Linux kernel, the following vulnerability has been resolved:

btrfs: fix abort logic in btrfs_replace_file_extents

Error injection testing uncovered a case where we'd end up with a
corrupt file system with a missing extent in the middle of a file.  This
occurs because the if statement to decide if we should abort is wrong.

The only way we would abort in this case is if we got a ret !=
-EOPNOTSUPP and we called from the file clone code.  However the
prealloc code uses this path too.  Instead we need to abort if there is
an error, and the only error we _don't_ abort on is -EOPNOTSUPP and only
if we came from the clone file code.","0.00","","0.00","","[]","[]","[{""url"": ""https://git.kernel.org/stable/c/0e309e1152fc34ef75991d9d69b165dbf75bf26c"", ""source"": ""416baaa9-dc9f-4396-8d5f-8c081fb06d67""}, {""url"": ""https://git.kernel.org/stable/c/0e32a2b85c7d92ece86c17dfef390c5ed79c6378"", ""source"": ""416baaa9-dc9f-4396-8d5f-8c081fb06d67""}, {""url"": ""https://git.kernel.org/stable/c/4afb912f439c4bc4e6a4f3e7547f2e69e354108f"", ""source"": ""416baaa9-dc9f-4396-8d5f-8c081fb06d67""}]",True
