"id","cve_id","source_identifier","published","last_modified","vuln_status","description","cvss_score_v3","cvss_vector_v3","cvss_score_v2","cvss_vector_v2","weaknesses","configurations","references","analyzed"
"510069","CVE-2024-36999","psirt@autodesk.com","2024-06-25 05:15:15.147+01","2024-06-25 05:15:15.147+01","Received","A maliciously crafted 3DM file, when parsed in opennurbs.dll through Autodesk applications, can force an Out-of-Bounds Write. A malicious actor can leverage this vulnerability to cause a crash, write sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510068","CVE-2024-32855","security_alert@emc.com","2024-06-25 05:15:14.6+01","2024-06-25 05:15:14.6+01","Received","Dell Client Platform BIOS contains an Out-of-bounds Write vulnerability in an externally developed component. A high privileged attacker with local access could potentially exploit this vulnerability, leading to Information tampering.","3.80","CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L","0.00","","[{""source"": ""security_alert@emc.com"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.dell.com/support/kbdoc/en-us/000225627/dsa-2024-123"", ""source"": ""security_alert@emc.com""}]",False
"510067","CVE-2024-23159","psirt@autodesk.com","2024-06-25 05:15:14.203+01","2024-06-25 05:15:14.203+01","Received","A maliciously crafted STP file, when parsed in stp_aim_x64_vc15d.dll through Autodesk applications, can be used to uninitialized variables. This vulnerability, along with other vulnerabilities, can lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-457""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510066","CVE-2024-23158","psirt@autodesk.com","2024-06-25 05:15:14.007+01","2024-06-25 05:15:14.007+01","Received","A maliciously crafted IGES file, when parsed in ASMImport229A.dll through Autodesk applications, can be used to cause a use-after-free vulnerability. A malicious actor can leverage this vulnerability to cause a crash or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-416""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510065","CVE-2024-23157","psirt@autodesk.com","2024-06-25 05:15:13.723+01","2024-06-25 05:15:13.723+01","Received","A maliciously crafted SLDASM or SLDPRT file, when parsed in ODXSW_DLL.dll through Autodesk applications, can lead to a memory corruption vulnerability by write access violation. This vulnerability, along with other vulnerabilities, can lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-119""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510064","CVE-2024-23156","psirt@autodesk.com","2024-06-25 05:15:13.45+01","2024-06-25 05:15:13.45+01","Received","A maliciously crafted 3DM file, when parsed in opennurbs.dll and ASMkern229A.dll through Autodesk applications, can lead to a memory corruption vulnerability by write access violation. This vulnerability, along with other vulnerabilities, can lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-119""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510063","CVE-2024-23155","psirt@autodesk.com","2024-06-25 05:15:13.33+01","2024-06-25 05:15:13.33+01","Received","A maliciously crafted MODEL file, when parsed in atf_asm_interface.dll through Autodesk applications, can be used to cause a Heap-based Buffer Overflow. A malicious actor can leverage this vulnerability to cause a crash or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-122""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510062","CVE-2024-23154","psirt@autodesk.com","2024-06-25 05:15:13.153+01","2024-06-25 05:15:13.153+01","Received","A maliciously crafted SLDPRT file, when parsed in ODXSW_DLL.dll through Autodesk applications, can be used to cause a Heap-based Overflow. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-122""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510061","CVE-2024-23153","psirt@autodesk.com","2024-06-25 05:15:12.953+01","2024-06-25 05:15:12.953+01","Received","A maliciously crafted MODEL file, when parsed in libodx.dll through Autodesk applications, can force an Out-of-Bounds Read. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510060","CVE-2024-23152","psirt@autodesk.com","2024-06-25 05:15:12.77+01","2024-06-25 05:15:12.77+01","Received","A maliciously crafted 3DM file, when parsed in opennurbs.dll through Autodesk applications, can force an Out-of-Bounds Read. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510059","CVE-2024-23151","psirt@autodesk.com","2024-06-25 05:15:12.567+01","2024-06-25 05:15:12.567+01","Received","A maliciously crafted 3DM file, when parsed in ASMkern229A.dll through Autodesk applications, can force an Out-of-Bounds Write. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510058","CVE-2024-23150","psirt@autodesk.com","2024-06-25 05:15:11.803+01","2024-06-25 05:15:11.803+01","Received","A maliciously crafted PRT file, when parsed in odxug_dll.dll through Autodesk applications, can force an Out-of-Bounds Write. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0010"", ""source"": ""psirt@autodesk.com""}]",False
"510057","CVE-2024-6295","twcert@cert.org.tw","2024-06-25 04:15:10.74+01","2024-06-25 04:15:10.74+01","Received","udn News Android APP stores the unencrypted user session in the local database when user log into the application. A malicious APP or an attacker with physical access to the Android device can retrieve this session and use it to log into the news APP and other services provided by udn.","3.90","CVSS:3.1/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N","0.00","","[{""source"": ""twcert@cert.org.tw"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-922""}]}]","[]","[{""url"": ""https://www.twcert.org.tw/en/cp-139-7895-80dac-2.html"", ""source"": ""twcert@cert.org.tw""}, {""url"": ""https://www.twcert.org.tw/tw/cp-132-7894-aebd8-1.html"", ""source"": ""twcert@cert.org.tw""}]",False
"510056","CVE-2024-37002","psirt@autodesk.com","2024-06-25 04:15:10.647+01","2024-06-25 04:15:10.647+01","Received","A maliciously crafted MODEL file, when parsed in ASMkern229A.dllthrough Autodesk applications, can be used to uninitialized variables. This vulnerability, along with other vulnerabilities, could lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-457""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510055","CVE-2024-37001","psirt@autodesk.com","2024-06-25 04:15:10.553+01","2024-06-25 04:15:10.553+01","Received","[A maliciously crafted 3DM file, when parsed in opennurbs.dll through Autodesk applications, can be used to cause a Heap-based Overflow. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-122""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510054","CVE-2024-37000","psirt@autodesk.com","2024-06-25 04:15:10.463+01","2024-06-25 04:15:10.463+01","Received","A maliciously crafted X_B file, when parsed in pskernel.DLL through Autodesk applications, can lead to a memory corruption vulnerability by write access violation. This vulnerability, in conjunction with other vulnerabilities, can lead to code execution in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-119""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510053","CVE-2024-23149","psirt@autodesk.com","2024-06-25 04:15:10.37+01","2024-06-25 04:15:10.37+01","Received","A maliciously crafted SLDDRW file, when parsed in ODXSW_DLL.dll through Autodesk applications, can force an Out-of-Bound Read. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510052","CVE-2024-23148","psirt@autodesk.com","2024-06-25 04:15:10.283+01","2024-06-25 04:15:10.283+01","Received","A maliciously crafted CATPRODUCT file, when parsed in CC5Dll.dll through Autodesk applications, can lead to a memory corruption vulnerability by write access violation. This vulnerability, in conjunction with other vulnerabilities, can lead to code execution in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-119""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510051","CVE-2024-23147","psirt@autodesk.com","2024-06-25 04:15:10.19+01","2024-06-25 04:15:10.19+01","Received","A maliciously crafted CATPART, X_B and STEP, when parsed in ASMKERN228A.dll and ASMKERN229A.dll through Autodesk applications, can lead to a memory corruption vulnerability by write access violation. This vulnerability, in conjunction with other vulnerabilities, can lead to code execution in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-119""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510050","CVE-2024-23146","psirt@autodesk.com","2024-06-25 04:15:10.093+01","2024-06-25 04:15:10.093+01","Received","A maliciously crafted X_B and X_T file, when parsed in pskernel.DLL through Autodesk applications, can force an Out-of-Bound Write. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510049","CVE-2024-23145","psirt@autodesk.com","2024-06-25 04:15:10+01","2024-06-25 04:15:10+01","Received","A maliciously crafted PRT file, when parsed in opennurbs.dll through Autodesk applications, can force an Out-of-Bound Read. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510048","CVE-2023-5038","fc9afe74-3f80-4fb7-a313-e6f036a89882","2024-06-25 04:15:09.737+01","2024-06-25 04:15:09.737+01","Received","badmonkey, a Security Researcher has found a flaw that allows for a unauthenticated DoS attack on the camera. An attacker runs a crafted URL, nobody can access the web management page of the camera. and must manually restart the device or re-power it. The manufacturer has released patch firmware for the flaw, please refer to the manufacturer's report for details and workarounds.","0.00","","0.00","","[{""source"": ""fc9afe74-3f80-4fb7-a313-e6f036a89882"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-248""}, {""lang"": ""en"", ""value"": ""CWE-703""}]}]","[]","[{""url"": ""https://www.hanwhavision.com/wp-content/uploads/2024/06/Camera-Vulnerability-Report-CVE-2023-5037-5038.pdf"", ""source"": ""fc9afe74-3f80-4fb7-a313-e6f036a89882""}]",False
"510047","CVE-2024-6294","twcert@cert.org.tw","2024-06-25 03:15:11.657+01","2024-06-25 03:15:11.657+01","Received","udn News Android APP stores the user session in logcat file when user log into the APP. A malicious APP or an attacker with physical access to the Android device can retrieve this session and use it to log into the news APP and other services provided by udn.","3.90","CVSS:3.1/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N","0.00","","[{""source"": ""twcert@cert.org.tw"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-200""}]}]","[]","[{""url"": ""https://www.twcert.org.tw/en/cp-139-7893-43ecd-2.html"", ""source"": ""twcert@cert.org.tw""}, {""url"": ""https://www.twcert.org.tw/tw/cp-132-7892-aafd2-1.html"", ""source"": ""twcert@cert.org.tw""}]",False
"510046","CVE-2024-23144","psirt@autodesk.com","2024-06-25 03:15:11.293+01","2024-06-25 03:15:11.293+01","Received","A maliciously crafted CATPART file, when parsed in CC5Dll.dll and ASMBASE228A.dll through Autodesk applications, can force an Out-of-Bound Write. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510045","CVE-2024-23143","psirt@autodesk.com","2024-06-25 03:15:11.203+01","2024-06-25 03:15:11.203+01","Received","A maliciously crafted 3DM, MODEL and X_B file, when parsed in ASMkern229A.dll and ASMBASE229A.dll through Autodesk applications, can force an Out-of-Bound Read and/or Out-of-Bound Write. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}, {""lang"": ""en"", ""value"": ""CWE-787""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510044","CVE-2024-23142","psirt@autodesk.com","2024-06-25 03:15:11.123+01","2024-06-25 03:15:11.123+01","Received","A maliciously crafted CATPART, STP, and MODEL file, when parsed in atf_dwg_consumer.dll, rose_x64_vc15.dll and libodxdll through Autodesk applications, can cause a use-after-free vulnerability. This vulnerability, along with other vulnerabilities, can lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-416""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510043","CVE-2024-23141","psirt@autodesk.com","2024-06-25 03:15:11.03+01","2024-06-25 03:15:11.03+01","Received","A maliciously crafted MODEL file, when parsed in libodxdll through Autodesk applications, can cause a double free. This vulnerability, along with other vulnerabilities, can lead to code execution in the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-415""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
"510042","CVE-2024-23140","psirt@autodesk.com","2024-06-25 03:15:10.94+01","2024-06-25 03:15:10.94+01","Received","A maliciously crafted 3DM and MODEL file, when parsed in opennurbs.dll and atf_api.dll through Autodesk applications, can force an Out-of-Bound Read. A malicious actor can leverage this vulnerability to cause a crash, read sensitive data, or execute arbitrary code in the context of the current process.","0.00","","0.00","","[{""source"": ""psirt@autodesk.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-125""}]}]","[]","[{""url"": ""https://www.autodesk.com/trust/security-advisories/adsk-sa-2024-0009"", ""source"": ""psirt@autodesk.com""}]",False
